sample_id,sample_description,biosample_accession,sample_type,sample_type_category,sample_tumor_status,sample_anatomic_site,sample_age_at_collection,derived_from_specimen,acquisition_method_type,tumor_tissue_type,tissue_fixative,embedding_medium,imaging_assay_type,objective,nominal_magnification,lens_numerical_aperture,immersion,working_distance,pyramid,z-stack,t_series,physical_size_x,physical_size_y,physical_size_z,size_c,size_t,size_x,size_y,size_z,channel_metadata_filename,file_url_in_cds
HTA7_965_9,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,85624,67055,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S48_Full_A24_C59mX_E15_20220129_015105_865195-zlib.ome.tiff
HTA7_904_6,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,86834,69414,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S49_Full_A24_C59mX_E15_20220129_015121_911264-zlib.ome.tiff
HTA7_906_6,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,82881,59401,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S50_Full_A24_C59mX_E15_20220129_015242_755602-zlib.ome.tiff
HTA7_909_6,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,81405,60790,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S51_Full_A24_C59mX_E15_20220129_015300_669681-zlib.ome.tiff
HTA7_911_6,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,90927,57744,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S52_Full_A24_C59mX_E15_20220129_015324_574779-zlib.ome.tiff
HTA7_920_9,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,45089,66125,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S57_Full_A24_C59nX_E15_20220224_011032_774034-zlib.ome.tiff
HTA7_914_6,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,90953,50069,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S58_Full_A24_C59nX_E15_20220224_011058_014787-zlib.ome.tiff
HTA7_923_6,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,88478,57313,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S59_Full_A24_C59nX_E15_20220224_011113_455637-zlib.ome.tiff
HTA7_924_6,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,94524,58812,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S60_Full_A24_C59nX_E15_20220224_011127_971497-zlib.ome.tiff
HTA7_933_6,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,87322,61721,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S61_Full_A24_C59nX_E15_20220224_011149_079291-zlib.ome.tiff
HTA7_938_6,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,89840,55352,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S62_Full_A24_C59nX_E15_20220224_011204_784145-zlib.ome.tiff
HTA7_943_6,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,79044,53445,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S63_Full_A24_C59nX_E15_20220224_011246_458738-zlib.ome.tiff
HTA7_954_6,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,87023,52172,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S64_Full_A24_C59nX_E15_20220224_011259_841605-zlib.ome.tiff
HTA7_957_6,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,70805,54064,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S65_Full_A24_C59nX_E15_20220224_011333_386280-zlib.ome.tiff
HTA7_968_6,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,66819,46647,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S66_Full_A24_C59nX_E15_20220224_011348_519133-zlib.ome.tiff
HTA7_983_6,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,83421,55254,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S67_Full_A24_C59nX_E15_20220224_011408_506939-zlib.ome.tiff
HTA7_985_6,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,79719,62700,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S74_Full_A24_C59qX_E15_20220302_234837_137590-zlib.ome.tiff
HTA7_994_6,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,72547,65684,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S75_Full_A24_C59qX_E15_20220302_235001_586560-zlib.ome.tiff
HTA7_919_6,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,36354,52740,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S76_01_A24_C59qX_E15_20220302_235136_561323-zlib.ome.tiff
HTA7_919_6,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,34779,62059,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S76_02_A24_C59qX_E15_20220302_235158_533766-zlib.ome.tiff
HTA7_928_6,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,76732,67023,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S77_Full_A24_C59qX_E15_20220302_235222_359806-zlib.ome.tiff
HTA7_941_6,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,84989,52670,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S78_Full_A24_C59qX_E15_20220302_235239_498836-zlib.ome.tiff
HTA7_945_6,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,72345,57967,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S79_Full_A24_C59qX_E15_20220302_235254_496641-zlib.ome.tiff
HTA7_936_6,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,89185,63965,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S80_Full_A24_C59qX_E15_20220307_235159_333000-zlib.ome.tiff
HTA7_908_6,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,81070,59451,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S81_Full_A24_C59qX_E15_20220302_235331_704703-zlib.ome.tiff
HTA7_917_6,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,63799,66889,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S82_Full_A24_C59qX_E15_20220304_200614_832683-zlib.ome.tiff
HTA7_960_6,,,Tissue,,Unknown,Unknown,,,,Not reported,Formalin,Unknown,MxIF,,20,,,,True,No,No,0.325,0.325,0.325,19,1,71344,49495,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202307_channel_metadata/73-10-channel-metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-hms/ORION202305_imaging_level_2/P37_S83_Full_A24_C59qX_E15_20220304_200429_490805-zlib.ome.tiff
HTA3_0042_1100906,,,Tissue,,Unknown,Unknown,,,,Premalignant,Other,Unknown,IMC,,0,,,,False,No,No,1.0,1.0,1.0,18,1,1787,1263,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/PCGA_01/Notch/IMC/Imaging_Level_3_Channels_NOTCH1_IMC_RP.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-bu/PCGA_01/Notch/IMC/42-906_ROI1.tiff
HTA6_1029_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,MIBI,,20,,,,False,No,No,0.488,0.488,0.488,55,1,1024,1024,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/Point2302_20671.ome.tif
HTA6_2129_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,MIBI,,20,,,,False,No,No,0.488,0.488,0.488,55,1,1024,1024,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/Point2303_20672.ome.tif
HTA6_1045_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,MIBI,,20,,,,False,No,No,0.488,0.488,0.488,55,1,1024,1024,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/Point2304_20677.ome.tif
HTA6_EXT1_1,,,Tissue,,Unknown,Unknown,,,,Normal,Formalin,Unknown,MIBI,,20,,,,False,No,No,0.488,0.488,0.488,55,1,1024,1024,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/Point2307_20680_Normal.ome.tif
HTA6_EXT2_1,,,Tissue,,Unknown,Unknown,,,,Normal,Formalin,Unknown,MIBI,,20,,,,False,No,No,0.488,0.488,0.488,55,1,1024,1024,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/Point2314_20703_Normal.ome.tif
HTA6_2350_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,MIBI,,20,,,,False,No,No,0.488,0.488,0.488,55,1,1024,1024,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/Point2318_20706.ome.tif
HTA6_1028_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,MIBI,,20,,,,False,No,No,0.488,0.488,0.488,55,1,1024,1024,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/Point2319_20705.ome.tif
HTA6_2130_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,MIBI,,20,,,,False,No,No,0.488,0.488,0.488,55,1,1024,1024,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/Point2331_30985.ome.tif
HTA6_EXT3_1,,,Tissue,,Unknown,Unknown,,,,Normal,Formalin,Unknown,MIBI,,20,,,,False,No,No,0.488,0.488,0.488,55,1,1024,1024,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/Point3109_31653_Normal.ome.tif
HTA6_EXT4_1,,,Tissue,,Unknown,Unknown,,,,Normal,Formalin,Unknown,MIBI,,20,,,,False,No,No,0.488,0.488,0.488,55,1,1024,1024,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/Point4102_30990_Normal.ome.tif
HTA6_EXT5_1,,,Tissue,,Unknown,Unknown,,,,Normal,Formalin,Unknown,MIBI,,20,,,,False,No,No,0.488,0.488,0.488,55,1,1024,1024,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/Point4114_31801_Normal.ome.tif
HTA6_EXT6_1,,,Tissue,,Unknown,Unknown,,,,Normal,Formalin,Unknown,MIBI,,20,,,,False,No,No,0.488,0.488,0.488,55,1,1024,1024,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/Point4118_31824_Normal.ome.tif
HTA6_EXT7_1,,,Tissue,,Unknown,Unknown,,,,Normal,Formalin,Unknown,MIBI,,20,,,,False,No,No,0.488,0.488,0.488,55,1,1024,1024,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/Point4142_pt2008_Normal.ome.tif
HTA6_2327_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,MIBI,,20,,,,False,No,No,0.488,0.488,0.488,55,1,1024,1024,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/Point5202_20662.ome.tif
HTA6_1010_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,MIBI,,20,,,,False,No,No,0.488,0.488,0.488,55,1,1024,1024,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/Point6102_20648.ome.tif
HTA6_1009_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,MIBI,,20,,,,False,No,No,0.488,0.488,0.488,55,1,1024,1024,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/Point6103_20624.ome.tif
HTA6_1002_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,MIBI,,20,,,,False,No,No,0.488,0.488,0.488,55,1,1024,1024,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/Point6201_20597.ome.tif
HTA6_1022_1,,,Tissue,,Unknown,Unknown,,,,Primary,Formalin,Unknown,MIBI,,20,,,,False,No,No,0.488,0.488,0.488,55,1,1024,1024,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/mibi_channel_details.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-duke/mibi_imaging_level_2/Point6202_20594.ome.tif
HTA11_1391_2000001011,,,Tissue,,Unknown,Unknown,,,,Premalignant,Unknown,Unknown,MxIF,NIKON MRD00205 Plan Apochromat,20,0.75,Air,,False,Yes,No,0.325,0.325,0.325,28,1,7540,5702,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/mxif_level_2/AFsubtracted/metadata/HTA11_1391_20000010115220280010000000000_metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/mxif_level_2/AFsubtracted/HTA11_1391_20000010115220280010000000000.tif
HTA11_1391_2000001011,,,Tissue,,Unknown,Unknown,,,,Premalignant,Unknown,Unknown,MxIF,NIKON MRD00205 Plan Apochromat,20,0.75,Air,,False,Yes,No,0.325,0.325,0.325,28,1,7535,5728,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/mxif_level_2/AFsubtracted/metadata/HTA11_1391_20000010115220280020000000000_metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/mxif_level_2/AFsubtracted/HTA11_1391_20000010115220280020000000000.tif
HTA11_1391_2000001011,,,Tissue,,Unknown,Unknown,,,,Premalignant,Unknown,Unknown,MxIF,NIKON MRD00205 Plan Apochromat,20,0.75,Air,,False,Yes,No,0.325,0.325,0.325,28,1,2040,2040,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/mxif_level_2/AFsubtracted/metadata/HTA11_1391_20000010115220280030000000000_metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/mxif_level_2/AFsubtracted/HTA11_1391_20000010115220280030000000000.tif
HTA11_1938_2000001011,,,Tissue,,Unknown,Unknown,,,,Premalignant,Unknown,Unknown,MxIF,NIKON MRD00205 Plan Apochromat,20,0.75,Air,,False,Yes,No,0.325,0.325,0.325,28,1,25878,22220,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/mxif_level_2/AFsubtracted/metadata/HTA11_1938_20000010115220280010000000000_metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/mxif_level_2/AFsubtracted/HTA11_1938_20000010115220280010000000000.tif
HTA11_1938_2000001011,,,Tissue,,Unknown,Unknown,,,,Premalignant,Unknown,Unknown,MxIF,NIKON MRD00205 Plan Apochromat,20,0.75,Air,,False,Yes,No,0.325,0.325,0.325,28,1,14901,18544,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/mxif_level_2/AFsubtracted/metadata/HTA11_1938_20000010115220280020000000000_metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/mxif_level_2/AFsubtracted/HTA11_1938_20000010115220280020000000000.tif
HTA11_2112_2000001011,,,Tissue,,Unknown,Unknown,,,,Atypia or hyperplasia,Unknown,Unknown,MxIF,NIKON MRD00205 Plan Apochromat,20,0.75,Air,,False,Yes,No,0.325,0.325,0.325,26,1,7538,7565,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/mxif_level_2/AFsubtracted/metadata/HTA11_2112_20000010115220260010000000000_metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/mxif_level_2/AFsubtracted/HTA11_2112_20000010115220260010000000000.tif
HTA11_2112_2000001011,,,Tissue,,Unknown,Unknown,,,,Atypia or hyperplasia,Unknown,Unknown,MxIF,NIKON MRD00205 Plan Apochromat,20,0.75,Air,,False,Yes,No,0.325,0.325,0.325,26,1,7530,7548,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/mxif_level_2/AFsubtracted/metadata/HTA11_2112_20000010115220260020000000000_metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/mxif_level_2/AFsubtracted/HTA11_2112_20000010115220260020000000000.tif
HTA11_2112_2000001011,,,Tissue,,Unknown,Unknown,,,,Atypia or hyperplasia,Unknown,Unknown,MxIF,NIKON MRD00205 Plan Apochromat,20,0.75,Air,,False,Yes,No,0.325,0.325,0.325,26,1,5715,7523,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/mxif_level_2/AFsubtracted/metadata/HTA11_2112_20000010115220260030000000000_metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/mxif_level_2/AFsubtracted/HTA11_2112_20000010115220260030000000000.tif
HTA11_2112_2000001011,,,Tissue,,Unknown,Unknown,,,,Atypia or hyperplasia,Unknown,Unknown,MxIF,NIKON MRD00205 Plan Apochromat,20,0.75,Air,,False,Yes,No,0.325,0.325,0.325,26,1,9376,9383,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/mxif_level_2/AFsubtracted/metadata/HTA11_2112_20000010115220260040000000000_metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/mxif_level_2/AFsubtracted/HTA11_2112_20000010115220260040000000000.tif
HTA11_2235_2000001011,,,Tissue,,Unknown,Unknown,,,,Premalignant,Unknown,Unknown,MxIF,NIKON MRD00205 Plan Apochromat,20,0.75,Air,,False,Yes,No,0.325,0.325,0.325,28,1,7552,9369,1,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/mxif_level_2/AFsubtracted/metadata/HTA11_2235_20000010115220280010000000000_metadata.csv,s3://cds-290-htan-x6gj-xr09/v24.8.1.img/htan-dcc-vanderbilt/mxif_level_2/AFsubtracted/HTA11_2235_20000010115220280010000000000.tif
